State,cbsasub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2010
30,METRO24500M24500,"Great Falls, MT MSA",538,583,769,1071,1291,MT,81327
30,METRO33540M33540,"Missoula, MT MSA",688,769,943,1357,1646,MT,109299
30,NCNTY30001N30001,"Beaverhead County, MT",475,532,658,885,1149,MT,9246
30,NCNTY30003N30003,"Big Horn County, MT",483,539,668,874,1108,MT,12865
30,NCNTY30005N30005,"Blaine County, MT",492,558,681,845,933,MT,6491
30,NCNTY30007N30007,"Broadwater County, MT",623,644,862,1070,1429,MT,5612
30,NCNTY30011N30011,"Carter County, MT",475,569,658,931,1091,MT,1160
30,NCNTY30015N30015,"Chouteau County, MT",475,569,658,846,964,MT,5813
30,NCNTY30017N30017,"Custer County, MT",506,569,658,959,1075,MT,11699
30,NCNTY30019N30019,"Daniels County, MT",475,523,658,931,1091,MT,1751
30,NCNTY30021N30021,"Dawson County, MT",475,569,658,855,1115,MT,8966
30,NCNTY30023N30023,"Deer Lodge County, MT",475,569,658,909,1149,MT,9298
30,NCNTY30025N30025,"Fallon County, MT",475,535,658,852,1091,MT,2890
30,NCNTY30027N30027,"Fergus County, MT",564,675,781,978,1071,MT,11586
30,NCNTY30029N30029,"Flathead County, MT",514,618,792,1154,1313,MT,90928
30,NCNTY30031N30031,"Gallatin County, MT",561,674,832,1213,1453,MT,89513
30,NCNTY30033N30033,"Garfield County, MT",475,523,658,959,1091,MT,1206
30,NCNTY30035N30035,"Glacier County, MT",542,569,658,817,1091,MT,13399
30,NCNTY30039N30039,"Granite County, MT",563,582,779,967,1292,MT,3079
30,NCNTY30041N30041,"Hill County, MT",475,492,658,861,956,MT,16096
30,NCNTY30043N30043,"Jefferson County, MT",545,660,883,1096,1464,MT,11406
30,NCNTY30045N30045,"Judith Basin County, MT",475,569,658,817,1091,MT,2072
30,NCNTY30047N30047,"Lake County, MT",457,596,690,923,1167,MT,28746
30,NCNTY30049N30049,"Lewis and Clark County, MT",687,698,904,1317,1578,MT,63395
30,NCNTY30051N30051,"Liberty County, MT",475,523,658,817,1091,MT,2339
30,NCNTY30053N30053,"Lincoln County, MT",406,559,658,817,1149,MT,19687
30,NCNTY30055N30055,"McCone County, MT",475,568,658,890,1091,MT,1734
30,NCNTY30057N30057,"Madison County, MT",574,687,795,987,1090,MT,7691
30,NCNTY30059N30059,"Meagher County, MT",502,532,695,928,1152,MT,1891
30,NCNTY30061N30061,"Mineral County, MT",475,569,658,899,902,MT,4223
30,NCNTY30065N30065,"Musselshell County, MT",492,609,744,1052,1234,MT,4538
30,NCNTY30067N30067,"Park County, MT",559,653,874,1089,1526,MT,15636
30,NCNTY30069N30069,"Petroleum County, MT",562,618,778,1100,1290,MT,494
30,NCNTY30071N30071,"Phillips County, MT",535,569,658,817,1098,MT,4253
30,NCNTY30073N30073,"Pondera County, MT",475,569,658,959,1149,MT,6153
30,NCNTY30075N30075,"Powder River County, MT",562,581,778,965,1290,MT,1743
30,NCNTY30077N30077,"Powell County, MT",475,569,658,959,1091,MT,7027
30,NCNTY30079N30079,"Prairie County, MT",475,523,658,931,1091,MT,1179
30,NCNTY30081N30081,"Ravalli County, MT",584,588,787,1044,1102,MT,40212
30,NCNTY30083N30083,"Richland County, MT",491,588,680,906,1127,MT,9746
30,NCNTY30085N30085,"Roosevelt County, MT",475,519,658,895,902,MT,10425
30,NCNTY30087N30087,"Rosebud County, MT",475,561,658,817,902,MT,9233
30,NCNTY30089N30089,"Sanders County, MT",481,543,658,858,1068,MT,11413
30,NCNTY30091N30091,"Sheridan County, MT",475,569,658,941,1091,MT,3384
30,NCNTY30093N30093,"Silver Bow County, MT",548,569,732,908,1278,MT,34200
30,NCNTY30095N30095,"Stillwater County, MT",513,573,741,1028,1294,MT,9117
30,NCNTY30097N30097,"Sweet Grass County, MT",510,527,706,876,1171,MT,3651
30,NCNTY30099N30099,"Teton County, MT",447,529,708,879,1192,MT,6073
30,NCNTY30101N30101,"Toole County, MT",475,569,658,954,1149,MT,5324
30,NCNTY30103N30103,"Treasure County, MT",574,631,794,1123,1316,MT,718
30,NCNTY30105N30105,"Valley County, MT",475,569,658,817,902,MT,7369
30,NCNTY30107N30107,"Wheatland County, MT",541,595,749,1059,1242,MT,2168
30,NCNTY30109N30109,"Wibaux County, MT",475,523,658,931,1091,MT,1017
31,METRO24260N31079,"Hall County, NE HUD Metro FMR Area",438,530,710,941,973,NE,58607
31,METRO24260N31081,"Hamilton County, NE HUD Metro FMR Area",411,498,666,937,1163,NE,9124
31,METRO24260N31093,"Howard County, NE HUD Metro FMR Area",389,471,631,783,865,NE,6274
31,METRO24260N31121,"Merrick County, NE HUD Metro FMR Area",389,545,631,920,928,NE,7845
31,METRO30700M30700,"Lincoln, NE HUD Metro FMR Area",506,613,821,1156,1385,NE,285407
31,METRO30700N31159,"Seward County, NE HUD Metro FMR Area",437,507,652,935,1138,NE,16750
31,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",548,707,888,1197,1309,NE,721425
31,METRO36540N31155,"Saunders County, NE HUD Metro FMR Area",482,565,756,984,1162,NE,20780
31,METRO43580M43580,"Sioux City, IA-NE-SD HUD Metro FMR Area",468,567,759,946,1083,NE,27006
31,NCNTY31001N31001,"Adams County, NE",449,515,689,881,962,NE,31364
31,NCNTY31003N31003,"Antelope County, NE",411,481,631,791,865,NE,6685
31,NCNTY31005N31005,"Arthur County, NE",514,590,790,989,1087,NE,460
31,NCNTY31007N31007,"Banner County, NE",473,542,726,909,999,NE,690
31,NCNTY31009N31009,"Blaine County, NE",440,504,675,845,929,NE,478
31,NCNTY31011N31011,"Boone County, NE",411,545,631,783,865,NE,5505
31,NCNTY31013N31013,"Box Butte County, NE",411,541,631,853,927,NE,11308
31,NCNTY31015N31015,"Boyd County, NE",411,545,631,790,951,NE,2099
31,NCNTY31017N31017,"Brown County, NE",438,502,672,834,921,NE,3145
31,NCNTY31019N31019,"Buffalo County, NE",447,541,724,973,1134,NE,46102
31,NCNTY31021N31021,"Burt County, NE",452,518,694,951,955,NE,6858
31,NCNTY31023N31023,"Butler County, NE",411,471,631,920,950,NE,8395
31,NCNTY31027N31027,"Cedar County, NE",411,471,631,859,1037,NE,8852
31,NCNTY31029N31029,"Chase County, NE",411,471,631,790,865,NE,3966
31,NCNTY31031N31031,"Cherry County, NE",432,496,664,824,914,NE,5713
31,NCNTY31033N31033,"Cheyenne County, NE",413,512,634,866,869,NE,9998
31,NCNTY31035N31035,"Clay County, NE",411,511,631,783,865,NE,6542
31,NCNTY31037N31037,"Colfax County, NE",471,541,723,933,1021,NE,10515
31,NCNTY31039N31039,"Cuming County, NE",428,491,657,815,911,NE,9139
31,NCNTY31041N31041,"Custer County, NE",411,471,631,783,865,NE,10939
31,NCNTY31045N31045,"Dawes County, NE",430,494,661,903,906,NE,9182
31,NCNTY31047N31047,"Dawson County, NE",467,504,674,836,943,NE,24326
31,NCNTY31049N31049,"Deuel County, NE",437,501,671,920,924,NE,1941
31,NCNTY31053N31053,"Dodge County, NE",476,576,771,963,1057,NE,36691
31,NCNTY31057N31057,"Dundy County, NE",411,471,631,865,869,NE,2008
31,NCNTY31059N31059,"Fillmore County, NE",411,518,631,880,1056,NE,5890
31,NCNTY31061N31061,"Franklin County, NE",411,471,631,919,1102,NE,3225
31,NCNTY31063N31063,"Frontier County, NE",451,517,692,859,949,NE,2756
31,NCNTY31065N31065,"Furnas County, NE",411,471,631,783,869,NE,4959
31,NCNTY31067N31067,"Gage County, NE",466,516,690,877,949,NE,22311
31,NCNTY31069N31069,"Garden County, NE",411,471,631,783,903,NE,2057
31,NCNTY31071N31071,"Garfield County, NE",443,508,680,844,932,NE,2049
31,NCNTY31073N31073,"Gosper County, NE",411,471,631,783,918,NE,2044
31,NCNTY31075N31075,"Grant County, NE",411,471,631,790,869,NE,614
31,NCNTY31077N31077,"Greeley County, NE",411,471,631,821,865,NE,2538
31,NCNTY31083N31083,"Harlan County, NE",411,471,631,783,865,NE,3423
31,NCNTY31085N31085,"Hayes County, NE",443,509,681,853,937,NE,967
31,NCNTY31087N31087,"Hitchcock County, NE",430,493,660,819,905,NE,2908
31,NCNTY31089N31089,"Holt County, NE",412,506,632,784,902,NE,10435
31,NCNTY31091N31091,"Hooker County, NE",543,623,834,1044,1148,NE,736
31,NCNTY31095N31095,"Jefferson County, NE",411,471,631,783,869,NE,7547
31,NCNTY31097N31097,"Johnson County, NE",411,471,631,862,865,NE,5217
31,NCNTY31099N31099,"Kearney County, NE",489,561,751,978,1029,NE,6489
31,NCNTY31101N31101,"Keith County, NE",429,494,659,823,903,NE,8368
31,NCNTY31103N31103,"Keya Paha County, NE",411,471,631,790,869,NE,824
31,NCNTY31105N31105,"Kimball County, NE",459,527,705,875,966,NE,3821
31,NCNTY31107N31107,"Knox County, NE",411,545,631,920,1102,NE,8701
31,NCNTY31111N31111,"Lincoln County, NE",439,532,712,884,976,NE,36288
31,NCNTY31113N31113,"Logan County, NE",411,471,631,783,869,NE,763
31,NCNTY31115N31115,"Loup County, NE",411,471,631,790,869,NE,632
31,NCNTY31117N31117,"McPherson County, NE",440,504,675,845,929,NE,539
31,NCNTY31119N31119,"Madison County, NE",432,523,700,887,1175,NE,34876
31,NCNTY31123N31123,"Morrill County, NE",422,484,648,836,955,NE,5042
31,NCNTY31125N31125,"Nance County, NE",411,471,631,783,985,NE,3735
31,NCNTY31127N31127,"Nemaha County, NE",468,471,631,847,958,NE,7248
31,NCNTY31129N31129,"Nuckolls County, NE",411,545,631,862,865,NE,4500
31,NCNTY31131N31131,"Otoe County, NE",421,507,646,941,1128,NE,15740
31,NCNTY31133N31133,"Pawnee County, NE",411,471,631,862,865,NE,2773
31,NCNTY31135N31135,"Perkins County, NE",411,471,631,783,869,NE,2970
31,NCNTY31137N31137,"Phelps County, NE",411,471,631,862,1045,NE,9188
31,NCNTY31139N31139,"Pierce County, NE",411,545,631,783,1013,NE,7266
31,NCNTY31141N31141,"Platte County, NE",546,550,683,905,1045,NE,32237
31,NCNTY31143N31143,"Polk County, NE",416,499,639,793,876,NE,5406
31,NCNTY31145N31145,"Red Willow County, NE",411,482,631,828,997,NE,11055
31,NCNTY31147N31147,"Richardson County, NE",411,545,631,920,953,NE,8363
31,NCNTY31149N31149,"Rock County, NE",411,471,631,865,869,NE,1526
31,NCNTY31151N31151,"Saline County, NE",484,555,743,922,1027,NE,14200
31,NCNTY31157N31157,"Scotts Bluff County, NE",458,548,734,911,1045,NE,36970
31,NCNTY31161N31161,"Sheridan County, NE",411,545,631,800,865,NE,5469
31,NCNTY31163N31163,"Sherman County, NE",411,545,631,920,1102,NE,3152
31,NCNTY31165N31165,"Sioux County, NE",411,471,631,790,869,NE,1311
31,NCNTY31167N31167,"Stanton County, NE",411,518,631,920,982,NE,6129
31,NCNTY31169N31169,"Thayer County, NE",411,496,631,846,930,NE,5228
31,NCNTY31171N31171,"Thomas County, NE",440,504,675,838,929,NE,647
31,NCNTY31173N31173,"Thurston County, NE",411,471,631,783,865,NE,6940
31,NCNTY31175N31175,"Valley County, NE",411,471,631,829,869,NE,4260
31,NCNTY31179N31179,"Wayne County, NE",411,471,631,906,1102,NE,9595
31,NCNTY31181N31181,"Webster County, NE",435,499,668,862,916,NE,3812
31,NCNTY31183N31183,"Wheeler County, NE",411,471,631,790,869,NE,818
31,NCNTY31185N31185,"York County, NE",424,537,651,850,897,NE,13665
32,METRO16180M16180,"Carson City, NV MSA",568,696,899,1310,1570,NV,55274
32,METRO29820M29820,"Las Vegas-Henderson-Paradise, NV MSA",670,827,1026,1495,1791,NV,1951269
32,METRO39900M39900,"Reno, NV MSA",611,757,991,1444,1730,NV,425417
32,NCNTY32001N32001,"Churchill County, NV",658,662,886,1099,1466,NV,24877
32,NCNTY32005N32005,"Douglas County, NV",621,746,989,1441,1727,NV,46997
32,NCNTY32007N32007,"Elko County, NV",575,697,933,1275,1544,NV,48818
32,NCNTY32009N32009,"Esmeralda County, NV",406,569,658,921,1089,NV,783
32,NCNTY32011N32011,"Eureka County, NV",543,658,881,1233,1458,NV,1987
32,NCNTY32013N32013,"Humboldt County, NV",541,657,877,1144,1451,NV,16528
32,NCNTY32015N32015,"Lander County, NV",558,675,904,1274,1496,NV,5775
32,NCNTY32017N32017,"Lincoln County, NV",406,529,658,885,1089,NV,5345
32,NCNTY32019N32019,"Lyon County, NV",525,636,851,1235,1432,NV,51980
32,NCNTY32021N32021,"Mineral County, NV",406,492,658,921,1089,NV,4772
32,NCNTY32023N32023,"Nye County, NV",515,599,798,1149,1317,NV,43946
32,NCNTY32027N32027,"Pershing County, NV",406,492,658,959,1089,NV,6753
32,NCNTY32033N32033,"White Pine County, NV",539,755,874,1194,1198,NV,10030
33,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1148,1370,1703,2113,2334,NH,9507
33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",826,967,1249,1550,1712,NH,138550
33,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",1072,1105,1479,1835,2027,NH,46297
33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",902,945,1186,1597,1800,NH,224012
33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",821,986,1230,1526,1735,NH,157204
33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",799,985,1295,1777,2067,NH,211286
33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",685,897,1080,1340,1801,NH,32231
33,NCNTY33001N33001,"Belknap County, NH",709,773,1035,1389,1419,NH,60088
33,NCNTY33003N33003,"Carroll County, NH",717,770,1005,1247,1378,NH,47818
33,NCNTY33005N33005,"Cheshire County, NH",709,862,1113,1419,1597,NH,77117
33,NCNTY33007N33007,"Coos County, NH",496,626,724,941,1154,NH,33055
33,NCNTY33009N33009,"Grafton County, NH",773,824,1060,1336,1495,NH,89118
33,NCNTY33013N33013,"Merrimack County, NH",708,853,1064,1423,1660,NH,146445
33,NCNTY33019N33019,"Sullivan County, NH",690,766,1007,1354,1398,NH,43742
34,METRO10900MM5640,"Warren County, NJ HUD Metro FMR Area",863,1076,1300,1613,1939,NJ,108692
34,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",849,959,1227,1703,1940,NJ,274549
34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1172,1322,1551,2002,2380,NJ,1406342
34,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1157,1328,1570,2018,2185,NJ,634266
34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",1059,1339,1684,2162,2680,NJ,1261651
34,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",963,1197,1509,2053,2391,NJ,1206947
34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1120,1179,1420,1818,2061,NJ,1962009
34,METRO36140M36140,"Ocean City, NJ MSA",703,926,1140,1588,1815,NJ,97265
34,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",830,1003,1210,1502,1659,NJ,1316762
34,METRO45940M45940,"Trenton, NJ MSA",921,1160,1417,1863,2158,NJ,366513
34,METRO47220M47220,"Vineland-Bridgeton, NJ MSA",751,945,1191,1521,1750,NJ,156898
35,METRO10740M10740,"Albuquerque, NM MSA",591,767,941,1352,1643,NM,887077
35,METRO22140M22140,"Farmington, NM MSA",651,658,840,1042,1151,NM,130044
35,METRO29740M29740,"Las Cruces, NM MSA",494,574,700,994,1198,NM,209233
35,METRO42140M42140,"Santa Fe, NM MSA",781,844,1018,1352,1419,NM,144170
35,NCNTY35003N35003,"Catron County, NM",482,502,658,959,1054,NM,3725
35,NCNTY35005N35005,"Chaves County, NM",471,542,726,962,1268,NM,65645
35,NCNTY35006N35006,"Cibola County, NM",482,492,658,904,1139,NM,27213
35,NCNTY35007N35007,"Colfax County, NM",508,518,694,861,951,NM,13750
35,NCNTY35009N35009,"Curry County, NM",557,561,741,1080,1294,NM,48376
35,NCNTY35011N35011,"De Baca County, NM",482,502,658,878,1054,NM,2022
35,NCNTY35015N35015,"Eddy County, NM",620,624,811,1041,1205,NM,53829
35,NCNTY35017N35017,"Grant County, NM",501,591,684,980,1169,NM,29514
35,NCNTY35019N35019,"Guadalupe County, NM",482,569,658,959,1054,NM,4687
35,NCNTY35021N35021,"Harding County, NM",482,502,658,878,1054,NM,695
35,NCNTY35023N35023,"Hidalgo County, NM",482,569,658,878,1054,NM,4894
35,NCNTY35025N35025,"Lea County, NM",592,596,798,1019,1113,NM,64727
35,NCNTY35027N35027,"Lincoln County, NM",559,678,907,1154,1452,NM,20497
35,NCNTY35028N35028,"Los Alamos County, NM",693,839,1123,1423,1961,NM,17950
35,NCNTY35029N35029,"Luna County, NM",481,528,658,959,990,NM,25095
35,NCNTY35031N35031,"McKinley County, NM",476,569,658,817,902,NM,71492
35,NCNTY35033N35033,"Mora County, NM",482,569,658,857,1054,NM,4881
35,NCNTY35035N35035,"Otero County, NM",542,569,658,959,1149,NM,63797
35,NCNTY35037N35037,"Quay County, NM",499,510,682,846,935,NM,9041
35,NCNTY35039N35039,"Rio Arriba County, NM",528,556,694,861,1097,NM,40246
35,NCNTY35041N35041,"Roosevelt County, NM",558,593,762,958,1242,NM,19846
35,NCNTY35047N35047,"San Miguel County, NM",498,656,807,1035,1292,NM,29393
35,NCNTY35051N35051,"Sierra County, NM",442,536,717,988,1148,NM,11988
35,NCNTY35053N35053,"Socorro County, NM",501,523,658,879,1149,NM,17866
35,NCNTY35055N35055,"Taos County, NM",671,851,1011,1255,1386,NM,32937
35,NCNTY35059N35059,"Union County, NM",482,492,658,927,1054,NM,4549
36,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",730,876,1070,1328,1467,NY,870716
36,METRO13780M13780,"Binghamton, NY MSA",527,606,768,1040,1186,NY,251725
36,METRO15380M15380,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",624,664,801,1018,1165,NY,1135509
36,METRO21300M21300,"Elmira, NY MSA",616,773,972,1222,1332,NY,88830
36,METRO24020M24020,"Glens Falls, NY MSA",586,744,909,1135,1344,NY,128923
36,METRO27060M27060,"Ithaca, NY MSA",903,1035,1198,1554,1776,NY,101564
36,METRO28740M28740,"Kingston, NY MSA",752,962,1219,1588,1671,NY,182493
36,METRO35620M39100,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",894,1099,1349,1715,1967,NY,670301
36,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",1088,1437,1745,2267,2550,NY,2832882
36,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1423,1493,1728,2223,2447,NY,8586530
36,METRO40380M40380,"Rochester, NY HUD Metro FMR Area",611,746,917,1138,1257,NY,1054323
36,METRO40380N36123,"Yates County, NY HUD Metro FMR Area",480,643,767,997,1111,NY,25348
36,METRO45060M45060,"Syracuse, NY MSA",575,672,853,1118,1216,NY,662577
36,METRO46540M46540,"Utica-Rome, NY MSA",586,620,781,1005,1071,NY,299397
36,METRO48060M48060,"Watertown-Fort Drum, NY MSA",737,891,1192,1479,1800,NY,116229
36,METRO48325M48325,"Westchester County, NY Statutory Exception Area",1122,1349,1636,2104,2415,NY,949113
36,NCNTY36003N36003,"Allegany County, NY",527,570,679,859,1063,NY,48946
36,NCNTY36009N36009,"Cattaraugus County, NY",502,587,718,944,1071,NY,80317
36,NCNTY36011N36011,"Cayuga County, NY",564,608,803,1053,1215,NY,80026
36,NCNTY36013N36013,"Chautauqua County, NY",562,565,706,945,1003,NY,134905
36,NCNTY36017N36017,"Chenango County, NY",613,640,745,1063,1171,NY,50477
36,NCNTY36019N36019,"Clinton County, NY",513,697,832,1051,1140,NY,82128
36,NCNTY36021N36021,"Columbia County, NY",727,744,966,1219,1422,NY,63096
36,NCNTY36023N36023,"Cortland County, NY",605,634,771,998,1057,NY,49336
36,NCNTY36025N36025,"Delaware County, NY",606,610,767,954,1078,NY,47980
36,NCNTY36031N36031,"Essex County, NY",558,714,885,1098,1213,NY,39370
36,NCNTY36033N36033,"Franklin County, NY",585,612,798,1032,1094,NY,51599
36,NCNTY36035N36035,"Fulton County, NY",584,644,774,995,1122,NY,55531
36,NCNTY36037N36037,"Genesee County, NY",520,659,790,1056,1148,NY,60079
36,NCNTY36039N36039,"Greene County, NY",683,812,940,1256,1490,NY,49221
36,NCNTY36041N36041,"Hamilton County, NY",553,603,698,957,1001,NY,4836
36,NCNTY36049N36049,"Lewis County, NY",577,617,728,950,1127,NY,27087
36,NCNTY36057N36057,"Montgomery County, NY",606,614,765,949,1049,NY,50219
36,NCNTY36077N36077,"Otsego County, NY",688,693,874,1139,1273,NY,62259
36,NCNTY36089N36089,"St. Lawrence County, NY",590,656,810,1058,1145,NY,111944
36,NCNTY36097N36097,"Schuyler County, NY",534,562,673,934,1175,NY,18343
36,NCNTY36099N36099,"Seneca County, NY",522,630,737,1044,1287,NY,35251
36,NCNTY36101N36101,"Steuben County, NY",568,662,809,1030,1143,NY,98990
36,NCNTY36105N36105,"Sullivan County, NY",756,792,954,1278,1585,NY,77547
36,NCNTY36121N36121,"Wyoming County, NY",497,548,707,966,969,NY,42155
37,METRO11700M11700,"Asheville, NC HUD Metro FMR Area",632,714,880,1152,1461,NC,365822
37,METRO11700N37087,"Haywood County, NC HUD Metro FMR Area",562,570,763,978,1332,NC,59036
37,METRO15500M15500,"Burlington, NC MSA",684,692,872,1187,1302,NC,151131
37,METRO16740M16740,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",698,797,924,1254,1571,NC,1505017
37,METRO16740N37097,"Iredell County, NC HUD Metro FMR Area",754,791,916,1161,1599,NC,159437
37,METRO16740N37109,"Lincoln County, NC HUD Metro FMR Area",651,712,824,1121,1439,NC,78265
37,METRO16740N37159,"Rowan County, NC HUD Metro FMR Area",567,571,736,953,1084,NC,138428
37,METRO20500M20500,"Durham-Chapel Hill, NC HUD Metro FMR Area",684,852,1003,1350,1504,NC,464893
37,METRO20500N37145,"Person County, NC HUD Metro FMR Area",497,542,704,874,993,NC,39464
37,METRO22180M22180,"Fayetteville, NC HUD Metro FMR Area",714,719,902,1234,1531,NC,319431
37,METRO22180N37093,"Hoke County, NC HUD Metro FMR Area",540,544,728,1061,1206,NC,46952
37,METRO24140M24140,"Goldsboro, NC MSA",598,602,806,1082,1242,NC,122623
37,METRO24660M24660,"Greensboro-High Point, NC HUD Metro FMR Area",573,678,789,1068,1262,NC,630158
37,METRO24660N37157,"Rockingham County, NC HUD Metro FMR Area",481,484,648,827,888,NC,93643
37,METRO24780M24780,"Greenville, NC MSA",622,626,797,1111,1355,NC,168148
37,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",583,589,708,907,1081,NC,365497
37,METRO27340M27340,"Jacksonville, NC MSA",720,723,874,1274,1526,NC,177772
37,METRO34820M48900,"Brunswick County, NC HUD Metro FMR Area",717,721,881,1123,1316,NC,107431
37,METRO35100N37049,"Craven County, NC HUD Metro FMR Area",725,730,977,1366,1595,NC,103505
37,METRO35100N37103,"Jones County, NC HUD Metro FMR Area",594,598,801,1044,1265,NC,10153
37,METRO35100N37137,"Pamlico County, NC HUD Metro FMR Area",584,587,762,1111,1330,NC,13144
37,METRO39580M39580,"Raleigh, NC MSA",683,867,1003,1301,1603,NC,1130490
37,METRO40580M40580,"Rocky Mount, NC MSA",573,576,717,970,1079,NC,152392
37,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",947,953,1150,1601,2008,NC,23547
37,METRO47260N37073,"Gates County, NC HUD Metro FMR Area",534,537,648,944,1131,NC,12197
37,METRO48900M48900,"Wilmington, NC HUD Metro FMR Area",724,729,947,1330,1598,NC,202667
37,METRO48900N37141,"Pender County, NC HUD Metro FMR Area",588,617,714,952,1247,NC,52217
37,METRO49180M49180,"Winston-Salem, NC HUD Metro FMR Area",596,610,749,1045,1186,NC,477717
37,METRO49180N37057,"Davidson County, NC HUD Metro FMR Area",536,547,672,957,997,NC,162878
37,NCNTY37005N37005,"Alleghany County, NC",534,538,648,885,888,NC,11155
37,NCNTY37007N37007,"Anson County, NC",547,574,664,931,1159,NC,26948
37,NCNTY37009N37009,"Ashe County, NC",477,484,648,910,961,NC,27281
37,NCNTY37011N37011,"Avery County, NC",623,627,757,1025,1191,NC,17797
37,NCNTY37013N37013,"Beaufort County, NC",534,537,690,986,1045,NC,47759
37,NCNTY37015N37015,"Bertie County, NC",481,484,648,842,888,NC,21282
37,NCNTY37017N37017,"Bladen County, NC",494,497,665,825,912,NC,35190
37,NCNTY37029N37029,"Camden County, NC",738,743,909,1171,1587,NC,9980
37,NCNTY37031N37031,"Carteret County, NC",713,717,877,1170,1521,NC,66469
37,NCNTY37033N37033,"Caswell County, NC",481,484,648,944,1131,NC,23719
37,NCNTY37039N37039,"Cherokee County, NC",455,484,648,939,1037,NC,27444
37,NCNTY37041N37041,"Chowan County, NC",636,667,772,1106,1215,NC,14793
37,NCNTY37043N37043,"Clay County, NC",535,562,650,831,1023,NC,10587
37,NCNTY37045N37045,"Cleveland County, NC",531,535,653,877,1097,NC,98078
37,NCNTY37047N37047,"Columbus County, NC",467,519,648,823,948,NC,58098
37,NCNTY37055N37055,"Dare County, NC",700,743,994,1398,1644,NC,33920
37,NCNTY37061N37061,"Duplin County, NC",522,526,648,841,1024,NC,58505
37,NCNTY37075N37075,"Graham County, NC",506,509,648,895,1131,NC,8861
37,NCNTY37077N37077,"Granville County, NC",585,589,788,978,1126,NC,59916
37,NCNTY37079N37079,"Greene County, NC",528,531,650,807,891,NC,21362
37,NCNTY37083N37083,"Halifax County, NC",573,589,696,908,1062,NC,54691
37,NCNTY37085N37085,"Harnett County, NC",543,563,754,1011,1316,NC,114678
37,NCNTY37091N37091,"Hertford County, NC",500,559,704,876,1108,NC,24669
37,NCNTY37095N37095,"Hyde County, NC",657,661,809,1004,1273,NC,5810
37,NCNTY37099N37099,"Jackson County, NC",546,549,695,862,1055,NC,40271
37,NCNTY37105N37105,"Lee County, NC",623,627,767,952,1051,NC,57866
37,NCNTY37107N37107,"Lenoir County, NC",509,539,707,895,1088,NC,59495
37,NCNTY37111N37111,"McDowell County, NC",491,528,648,813,962,NC,44996
37,NCNTY37113N37113,"Macon County, NC",572,605,771,968,1143,NC,33922
37,NCNTY37117N37117,"Martin County, NC",481,484,648,822,888,NC,24505
37,NCNTY37121N37121,"Mitchell County, NC",482,486,650,822,1023,NC,15579
37,NCNTY37123N37123,"Montgomery County, NC",523,526,648,888,1036,NC,27798
37,NCNTY37125N37125,"Moore County, NC",701,736,852,1164,1168,NC,88247
37,NCNTY37131N37131,"Northampton County, NC",481,484,648,888,1131,NC,22099
37,NCNTY37139N37139,"Pasquotank County, NC",663,667,893,1236,1510,NC,40661
37,NCNTY37143N37143,"Perquimans County, NC",605,609,815,1126,1283,NC,13453
37,NCNTY37149N37149,"Polk County, NC",622,626,838,1040,1238,NC,20510
37,NCNTY37153N37153,"Richmond County, NC",534,536,648,871,967,NC,46639
37,NCNTY37155N37155,"Robeson County, NC",488,491,657,823,975,NC,134168
37,NCNTY37161N37161,"Rutherford County, NC",639,666,776,1040,1207,NC,67810
37,NCNTY37163N37163,"Sampson County, NC",400,552,648,891,960,NC,63431
37,NCNTY37165N37165,"Scotland County, NC",538,542,725,938,1072,NC,36157
37,NCNTY37167N37167,"Stanly County, NC",425,507,678,926,1184,NC,60585
37,NCNTY37171N37171,"Surry County, NC",599,619,727,1038,1269,NC,73673
37,NCNTY37173N37173,"Swain County, NC",600,603,734,911,1189,NC,13981
