State,cbsasub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2010
48,NCNTY48461N48461,"Upton County, TX",495,521,658,959,1044,TX,3355
48,NCNTY48463N48463,"Uvalde County, TX",542,569,658,904,1044,TX,26405
48,NCNTY48465N48465,"Val Verde County, TX",539,557,716,1043,1136,TX,48879
48,NCNTY48467N48467,"Van Zandt County, TX",577,581,777,1026,1097,TX,52579
48,NCNTY48471N48471,"Walker County, TX",655,761,881,1187,1208,TX,67861
48,NCNTY48475N48475,"Ward County, TX",526,603,698,873,1107,TX,10658
48,NCNTY48477N48477,"Washington County, TX",704,761,881,1127,1499,TX,33718
48,NCNTY48481N48481,"Wharton County, TX",518,605,785,974,1076,TX,41280
48,NCNTY48483N48483,"Wheeler County, TX",574,578,769,954,1220,TX,5410
48,NCNTY48487N48487,"Wilbarger County, TX",495,497,658,959,1149,TX,13535
48,NCNTY48489N48489,"Willacy County, TX",488,492,658,959,1149,TX,22134
48,NCNTY48495N48495,"Winkler County, TX",488,492,658,817,1044,TX,7110
48,NCNTY48499N48499,"Wood County, TX",561,565,756,1010,1320,TX,41964
48,NCNTY48501N48501,"Yoakum County, TX",495,521,658,817,1044,TX,7879
48,NCNTY48503N48503,"Young County, TX",555,559,748,928,1025,TX,18550
48,NCNTY48505N48505,"Zapata County, TX",562,592,747,1089,1185,TX,14018
48,NCNTY48507N48507,"Zavala County, TX",442,554,658,817,902,TX,11677
49,METRO30860M30860,"Logan, UT-ID MSA",500,548,687,1001,1144,UT,112656
49,METRO36260M36260,"Ogden-Clearfield, UT HUD Metro FMR Area",537,680,871,1229,1452,UT,547184
49,METRO36260N49003,"Box Elder County, UT HUD Metro FMR Area",436,539,684,966,1194,UT,49975
49,METRO39340M39340,"Provo-Orem, UT MSA",581,699,825,1202,1440,UT,526810
49,METRO41100M41100,"St. George, UT MSA",587,695,841,1214,1468,UT,138115
49,METRO41620M41620,"Salt Lake City, UT HUD Metro FMR Area",634,797,987,1421,1658,UT,1029655
49,METRO41620N49045,"Tooele County, UT HUD Metro FMR Area",596,669,801,1121,1398,UT,58218
49,NCNTY49001N49001,"Beaver County, UT",443,577,675,922,925,UT,6629
49,NCNTY49007N49007,"Carbon County, UT",576,592,792,1013,1162,UT,21403
49,NCNTY49009N49009,"Daggett County, UT",562,658,856,1206,1359,UT,1059
49,NCNTY49013N49013,"Duchesne County, UT",532,688,810,1142,1339,UT,18607
49,NCNTY49015N49015,"Emery County, UT",452,595,689,883,973,UT,10976
49,NCNTY49017N49017,"Garfield County, UT",433,492,659,818,1046,UT,5172
49,NCNTY49019N49019,"Grand County, UT",529,619,806,1175,1280,UT,9225
49,NCNTY49021N49021,"Iron County, UT",478,555,674,982,1177,UT,46163
49,NCNTY49025N49025,"Kane County, UT",539,613,821,1084,1304,UT,7125
49,NCNTY49027N49027,"Millard County, UT",432,534,658,951,1143,UT,12503
49,NCNTY49031N49031,"Piute County, UT",562,658,856,1062,1359,UT,1556
49,NCNTY49033N49033,"Rich County, UT",589,689,897,1287,1424,UT,2264
49,NCNTY49037N49037,"San Juan County, UT",432,506,658,959,1045,UT,14746
49,NCNTY49039N49039,"Sanpete County, UT",553,557,745,924,1021,UT,27822
49,NCNTY49041N49041,"Sevier County, UT",464,528,707,884,1125,UT,20802
49,NCNTY49043N49043,"Summit County, UT",780,994,1150,1676,2008,UT,36324
49,NCNTY49047N49047,"Uintah County, UT",605,689,922,1148,1304,UT,32588
49,NCNTY49051N49051,"Wasatch County, UT",643,803,980,1338,1343,UT,23530
49,NCNTY49055N49055,"Wayne County, UT",432,569,658,959,1131,UT,2778
50,METRO15540M15540,"Burlington-South Burlington, VT MSA",802,959,1253,1659,1837,VT,211261
50,NCNTY50001N50001,"Addison County, VT",785,878,1016,1394,1690,VT,36821
50,NCNTY50003N50003,"Bennington County, VT",775,831,1004,1391,1454,VT,37125
50,NCNTY50005N50005,"Caledonia County, VT",686,690,877,1088,1252,VT,31227
50,NCNTY50009N50009,"Essex County, VT",610,636,790,980,1083,VT,6306
50,NCNTY50015N50015,"Lamoille County, VT",611,797,991,1360,1680,VT,24475
50,NCNTY50017N50017,"Orange County, VT",717,762,964,1232,1513,VT,28936
50,NCNTY50019N50019,"Orleans County, VT",625,657,809,1004,1109,VT,27231
50,NCNTY50021N50021,"Rutland County, VT",706,750,947,1175,1389,VT,61642
50,NCNTY50023N50023,"Washington County, VT",773,778,1042,1293,1563,VT,59534
50,NCNTY50025N50025,"Windham County, VT",792,829,1042,1358,1604,VT,44513
50,NCNTY50027N50027,"Windsor County, VT",843,880,1081,1474,1735,VT,56670
51,METRO13980M13980,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",595,730,845,1206,1475,VA,110800
51,METRO13980N51063,"Floyd County, VA HUD Metro FMR Area",406,569,658,817,1149,VA,15279
51,METRO13980N51071,"Giles County, VA HUD Metro FMR Area",443,526,658,862,1144,VA,17286
51,METRO13980N51155,"Pulaski County, VA HUD Metro FMR Area",547,574,664,824,1159,VA,34872
51,METRO16820M16820,"Charlottesville, VA HUD Metro FMR Area",770,1077,1249,1550,1790,VA,201559
51,METRO16820N51029,"Buckingham County, VA HUD Metro FMR Area",472,662,766,1086,1337,VA,17146
51,METRO25500M25500,"Harrisonburg, VA MSA",681,682,863,1145,1507,VA,125228
51,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",458,531,702,914,1007,VA,95888
51,METRO31340M31340,"Lynchburg, VA MSA",618,660,813,1088,1232,VA,252634
51,METRO40060M40060,"Richmond, VA MSA",847,889,1029,1359,1659,VA,1208101
51,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",584,716,904,1208,1401,VA,252548
51,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",491,554,735,1016,1165,VA,56159
51,METRO44420M51015,"Staunton-Waynesboro, VA MSA",588,639,806,1090,1105,VA,118502
51,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",947,953,1150,1601,2008,VA,1641078
51,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",1307,1402,1623,2144,2726,VA,2585504
51,METRO47900MM8820,"Warren County, VA HUD Metro FMR Area",753,758,1014,1396,1401,VA,37575
51,METRO47900N51047,"Culpeper County, VA HUD Metro FMR Area",643,900,1042,1511,1819,VA,46689
51,METRO47900N51157,"Rappahannock County, VA HUD Metro FMR Area",878,885,1067,1345,1863,VA,7373
51,METRO49020M49020,"Winchester, VA-WV MSA",761,767,1026,1464,1791,VA,104508
51,NCNTY51001N51001,"Accomack County, VA",664,696,806,1000,1337,VA,33164
51,NCNTY51005N51005,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",533,537,658,899,902,VA,26095
51,NCNTY51017N51017,"Bath County, VA",542,544,658,871,1018,VA,4731
51,NCNTY51021N51021,"Bland County, VA",488,492,658,829,1018,VA,6824
51,NCNTY51025N51025,"Brunswick County, VA",583,587,786,975,1316,VA,17434
51,NCNTY51027N51027,"Buchanan County, VA",542,569,658,823,902,VA,24098
51,NCNTY51035N51035,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",542,569,658,945,1018,VA,37084
51,NCNTY51037N51037,"Charlotte County, VA",488,492,658,817,930,VA,12586
51,NCNTY51049N51049,"Cumberland County, VA",662,664,804,1172,1244,VA,10052
51,NCNTY51051N51051,"Dickenson County, VA",542,569,658,817,1018,VA,15903
51,NCNTY51057N51057,"Essex County, VA",633,778,901,1141,1394,VA,11151
51,NCNTY51077N51077,"Grayson County, VA",406,569,658,889,1077,VA,15533
51,NCNTY51081N51081,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",571,575,727,1006,1125,VA,18170
51,NCNTY51083N51083,"Halifax County, VA",542,547,658,817,902,VA,36241
51,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",542,569,658,878,941,VA,67972
51,NCNTY51091N51091,"Highland County, VA",542,544,658,871,1018,VA,2321
51,NCNTY51097N51097,"King and Queen County, VA",776,779,943,1170,1459,VA,6945
51,NCNTY51099N51099,"King George County, VA",846,852,1090,1435,1762,VA,23584
51,NCNTY51103N51103,"Lancaster County, VA",636,640,857,1241,1326,VA,11391
51,NCNTY51105N51105,"Lee County, VA",542,569,658,845,1018,VA,25587
51,NCNTY51109N51109,"Louisa County, VA",730,747,887,1293,1301,VA,33153
51,NCNTY51111N51111,"Lunenburg County, VA",575,578,699,909,1075,VA,12914
51,NCNTY51113N51113,"Madison County, VA",711,746,863,1179,1183,VA,13308
51,NCNTY51117N51117,"Mecklenburg County, VA",576,605,700,869,1072,VA,32727
51,NCNTY51119N51119,"Middlesex County, VA",760,765,1024,1344,1758,VA,10959
51,NCNTY51131N51131,"Northampton County, VA",583,586,785,974,1076,VA,12389
51,NCNTY51133N51133,"Northumberland County, VA",647,650,786,1146,1216,VA,12330
51,NCNTY51135N51135,"Nottoway County, VA",600,603,771,1078,1346,VA,15853
51,NCNTY51137N51137,"Orange County, VA",636,640,825,1202,1440,VA,33481
51,NCNTY51139N51139,"Page County, VA",604,634,734,1035,1157,VA,24042
51,NCNTY51141N51141,"Patrick County, VA",542,569,658,934,1018,VA,18490
51,NCNTY51143N51143,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",581,585,739,1024,1163,VA,106561
51,NCNTY51147N51147,"Prince Edward County, VA",623,627,839,1064,1150,VA,23368
51,NCNTY51159N51159,"Richmond County, VA",590,594,795,1067,1090,VA,9254
51,NCNTY51163N51163,"Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr",583,677,783,972,1367,VA,35999
51,NCNTY51167N51167,"Russell County, VA",542,567,658,882,1018,VA,28897
51,NCNTY51171N51171,"Shenandoah County, VA",507,621,813,1162,1241,VA,41993
51,NCNTY51173N51173,"Smyth County, VA",542,554,658,825,905,VA,32208
51,NCNTY51175N51175,"Southampton County-Franklin city, VA HUD Nonmetro FMR Area",593,597,793,984,1227,VA,27152
51,NCNTY51181N51181,"Surry County, VA",569,571,691,915,1069,VA,7058
51,NCNTY51185N51185,"Tazewell County, VA",519,522,658,817,1018,VA,45078
51,NCNTY51193N51193,"Westmoreland County, VA",569,573,767,1118,1187,VA,17454
51,NCNTY51195N51195,"Wise County-Norton city, VA HUD Nonmetro FMR Area",547,551,688,854,983,VA,45410
51,NCNTY51197N51197,"Wythe County, VA",496,500,669,830,1140,VA,29235
53,METRO13380M13380,"Bellingham, WA MSA",632,732,952,1387,1662,WA,201140
53,METRO14740M14740,"Bremerton-Silverdale, WA MSA",666,829,1080,1548,1785,WA,251133
53,METRO28420M28420,"Kennewick-Richland, WA MSA",575,703,883,1183,1542,WA,253340
53,METRO30300M30300,"Lewiston, ID-WA MSA",488,579,775,993,1261,WA,21623
53,METRO31020M31020,"Longview, WA MSA",515,649,800,1166,1397,WA,102410
53,METRO34580M34580,"Mount Vernon-Anacortes, WA MSA",696,755,1010,1398,1491,WA,116901
53,METRO36500M36500,"Olympia-Tumwater, WA MSA",794,875,1080,1574,1886,WA,252264
53,METRO38900M38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",965,1111,1315,1912,2296,WA,436429
53,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",1136,1327,1650,2405,2835,WA,2644584
53,METRO42660MM8200,"Tacoma, WA HUD Metro FMR Area",742,873,1126,1641,1966,WA,795225
53,METRO44060M44060,"Spokane, WA HUD Metro FMR Area",515,622,833,1206,1334,WA,471221
53,METRO44060N53051,"Pend Oreille County, WA HUD Metro FMR Area",493,570,763,1112,1229,WA,13001
53,METRO44060N53065,"Stevens County, WA HUD Metro FMR Area",528,532,704,959,1139,WA,43531
53,METRO47460N53013,"Columbia County, WA HUD Metro FMR Area",563,615,823,1199,1340,WA,4078
53,METRO47460N53071,"Walla Walla County, WA HUD Metro FMR Area",658,697,933,1287,1629,WA,58781
53,METRO48300M48300,"Wenatchee, WA MSA",556,621,831,1105,1323,WA,110884
53,METRO49420M49420,"Yakima, WA MSA",517,618,797,1091,1247,WA,243231
53,NCNTY53001N53001,"Adams County, WA",430,569,658,936,940,WA,18728
53,NCNTY53009N53009,"Clallam County, WA",531,643,861,1249,1253,WA,71404
53,NCNTY53019N53019,"Ferry County, WA",586,589,789,1025,1284,WA,7551
53,NCNTY53023N53023,"Garfield County, WA",471,622,720,1049,1171,WA,2266
53,NCNTY53025N53025,"Grant County, WA",513,580,747,1018,1101,WA,89120
53,NCNTY53027N53027,"Grays Harbor County, WA",581,666,879,1252,1404,WA,72797
53,NCNTY53029N53029,"Island County, WA",727,854,1047,1526,1627,WA,78506
53,NCNTY53031N53031,"Jefferson County, WA",649,755,1011,1328,1765,WA,29872
53,NCNTY53037N53037,"Kittitas County, WA",663,679,909,1325,1587,WA,40915
53,NCNTY53039N53039,"Klickitat County, WA",718,753,872,1200,1519,WA,20318
53,NCNTY53041N53041,"Lewis County, WA",599,690,908,1202,1382,WA,75455
53,NCNTY53043N53043,"Lincoln County, WA",480,548,734,923,1281,WA,10570
53,NCNTY53045N53045,"Mason County, WA",617,748,1001,1348,1372,WA,60699
53,NCNTY53047N53047,"Okanogan County, WA",497,624,760,996,1316,WA,41120
53,NCNTY53049N53049,"Pacific County, WA",580,702,940,1244,1288,WA,20920
53,NCNTY53055N53055,"San Juan County, WA",910,945,1159,1583,1589,WA,15769
53,NCNTY53069N53069,"Wahkiakum County, WA",453,593,693,1010,1127,WA,3978
53,NCNTY53075N53075,"Whitman County, WA",586,644,833,1214,1454,WA,44776
54,METRO13220N54019,"Fayette County, WV HUD Metro FMR Area",402,504,652,859,1138,WV,46039
54,METRO13220N54081,"Raleigh County, WV HUD Metro FMR Area",523,657,763,947,1046,WV,78859
54,METRO16620M16620,"Charleston, WV HUD Metro FMR Area",520,668,821,1019,1125,WV,202449
54,METRO16620N54005,"Boone County, WV HUD Metro FMR Area",369,436,583,742,1018,WV,24629
54,METRO19060M19060,"Cumberland, MD-WV MSA",450,569,658,908,1111,WV,28212
54,METRO25180MM0877,"Martinsburg, WV HUD Metro FMR Area",610,688,845,1199,1475,WV,104169
54,METRO26580M26580,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",424,548,688,930,1112,WV,138800
54,METRO26580M54043,"Lincoln County, WV HUD Metro FMR Area",443,463,620,792,850,WV,21720
54,METRO26580M54079,"Putnam County, WV HUD Metro FMR Area",636,640,777,1024,1096,WV,55486
54,METRO34060M34060,"Morgantown, WV MSA",570,681,788,1025,1080,WV,129709
54,METRO37620M37620,"Parkersburg-Vienna, WV MSA",568,601,727,1047,1131,WV,92673
54,METRO47900MM3630,"Jefferson County, WV HUD Metro FMR Area",686,691,925,1345,1511,WV,53498
54,METRO48260M48260,"Weirton-Steubenville, WV-OH MSA",459,531,658,866,937,WV,54745
54,METRO48540M48540,"Wheeling, WV-OH MSA",518,546,658,826,902,WV,77550
54,METRO49020M49020,"Winchester, VA-WV MSA",761,767,1026,1464,1791,WV,23964
54,NCNTY54001N54001,"Barbour County, WV",386,435,582,732,851,WV,16589
54,NCNTY54007N54007,"Braxton County, WV",472,496,582,794,817,WV,14523
54,NCNTY54013N54013,"Calhoun County, WV",462,474,582,734,851,WV,7627
54,NCNTY54017N54017,"Doddridge County, WV",432,435,582,743,851,WV,8202
54,NCNTY54021N54021,"Gilmer County, WV",466,474,587,748,856,WV,8693
54,NCNTY54023N54023,"Grant County, WV",484,487,652,809,1138,WV,11937
54,NCNTY54025N54025,"Greenbrier County, WV",439,596,711,882,1021,WV,35480
54,NCNTY54031N54031,"Hardy County, WV",461,464,617,766,903,WV,14025
54,NCNTY54033N54033,"Harrison County, WV",557,560,699,885,958,WV,69099
54,NCNTY54035N54035,"Jackson County, WV",483,522,618,861,1079,WV,29211
54,NCNTY54041N54041,"Lewis County, WV",428,481,644,799,883,WV,16372
54,NCNTY54045N54045,"Logan County, WV",496,511,603,760,827,WV,36743
54,NCNTY54047N54047,"McDowell County, WV",462,503,582,722,1016,WV,22113
54,NCNTY54049N54049,"Marion County, WV",586,590,736,1029,1077,WV,56418
54,NCNTY54053N54053,"Mason County, WV",462,466,582,816,819,WV,27324
54,NCNTY54055N54055,"Mercer County, WV",439,507,625,830,945,WV,62264
54,NCNTY54059N54059,"Mingo County, WV",392,508,635,798,929,WV,26839
54,NCNTY54063N54063,"Monroe County, WV",495,530,623,773,904,WV,13502
54,NCNTY54065N54065,"Morgan County, WV",465,613,710,994,1039,WV,17541
54,NCNTY54067N54067,"Nicholas County, WV",476,492,600,770,870,WV,26233
54,NCNTY54071N54071,"Pendleton County, WV",445,448,582,848,912,WV,7695
54,NCNTY54073N54073,"Pleasants County, WV",507,510,683,848,936,WV,7605
54,NCNTY54075N54075,"Pocahontas County, WV",468,471,619,839,906,WV,8719
54,NCNTY54083N54083,"Randolph County, WV",476,508,612,759,922,WV,29405
54,NCNTY54085N54085,"Ritchie County, WV",462,476,582,801,851,WV,10449
54,NCNTY54087N54087,"Roane County, WV",462,476,582,744,798,WV,14926
54,NCNTY54089N54089,"Summers County, WV",462,503,582,795,798,WV,13927
54,NCNTY54091N54091,"Taylor County, WV",359,503,582,816,819,WV,16895
54,NCNTY54093N54093,"Tucker County, WV",437,440,582,749,900,WV,7141
54,NCNTY54095N54095,"Tyler County, WV",462,503,582,722,1016,WV,9208
54,NCNTY54097N54097,"Upshur County, WV",473,477,638,828,996,WV,24254
54,NCNTY54101N54101,"Webster County, WV",471,474,634,787,869,WV,9154
54,NCNTY54103N54103,"Wetzel County, WV",462,492,582,722,1016,WV,16583
54,NCNTY54109N54109,"Wyoming County, WV",479,495,582,778,1016,WV,23796
55,METRO11540M11540,"Appleton, WI MSA",484,615,784,1130,1134,WI,225666
55,METRO16980MM3800,"Kenosha County, WI HUD Metro FMR Area",604,739,979,1368,1619,WI,166426
55,METRO20260M20260,"Duluth, MN-WI MSA",533,622,814,1048,1211,WI,44159
55,METRO20740M20740,"Eau Claire, WI MSA",500,600,789,1125,1290,WI,161151
55,METRO22540M22540,"Fond du Lac, WI MSA",488,559,745,968,1119,WI,101633
55,METRO24580M24580,"Green Bay, WI HUD Metro FMR Area",494,603,801,1099,1103,WI,268581
55,METRO24580N55083,"Oconto County, WI HUD Metro FMR Area",493,539,661,927,946,WI,37660
55,METRO27500M27500,"Janesville-Beloit, WI MSA",538,622,815,1060,1117,WI,160331
55,METRO29100M29100,"La Crosse-Onalaska, WI-MN MSA",540,654,876,1253,1529,WI,114638
55,METRO31540M31540,"Madison, WI HUD Metro FMR Area",695,828,993,1372,1570,WI,488073
55,METRO31540N55021,"Columbia County, WI HUD Metro FMR Area",503,609,815,1183,1202,WI,56833
55,METRO31540N55045,"Green County, WI HUD Metro FMR Area",511,548,728,992,1061,WI,36842
55,METRO31540N55049,"Iowa County, WI HUD Metro FMR Area",549,578,774,960,1061,WI,23687
55,METRO33340M33340,"Milwaukee-Waukesha-West Allis, WI MSA",596,723,907,1146,1266,WI,1555908
55,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",698,865,1093,1537,1802,WI,125364
55,METRO36780M36780,"Oshkosh-Neenah, WI MSA",555,579,744,991,1245,WI,166994
55,METRO39540M39540,"Racine, WI MSA",687,698,934,1265,1280,WI,195408
55,METRO43100M43100,"Sheboygan, WI MSA",446,555,723,903,1003,WI,115507
55,METRO48140M48140,"Wausau, WI MSA",525,600,781,1028,1181,WI,134063
55,NCNTY55001N55001,"Adams County, WI",473,588,694,936,1141,WI,20875
55,NCNTY55003N55003,"Ashland County, WI",482,527,706,876,978,WI,16157
55,NCNTY55005N55005,"Barron County, WI",562,564,755,937,1092,WI,45870
55,NCNTY55007N55007,"Bayfield County, WI",533,583,781,1035,1336,WI,15014
55,NCNTY55011N55011,"Buffalo County, WI",494,541,724,909,1029,WI,13587
55,NCNTY55013N55013,"Burnett County, WI",449,492,658,899,902,WI,15457
55,NCNTY55019N55019,"Clark County, WI",459,504,674,836,924,WI,34690
55,NCNTY55023N55023,"Crawford County, WI",488,492,658,841,1007,WI,16644
55,NCNTY55027N55027,"Dodge County, WI",597,601,804,1081,1102,WI,88759
55,NCNTY55029N55029,"Door County, WI",523,650,766,1037,1050,WI,27785
55,NCNTY55033N55033,"Dunn County, WI",527,583,772,1054,1058,WI,43857
55,NCNTY55037N55037,"Florence County, WI",492,539,721,961,993,WI,4423
55,NCNTY55041N55041,"Forest County, WI",457,506,658,894,906,WI,9304
55,NCNTY55043N55043,"Grant County, WI",521,542,690,877,1201,WI,51208
55,NCNTY55047N55047,"Green Lake County, WI",450,492,659,851,1021,WI,19051
55,NCNTY55051N55051,"Iron County, WI",406,492,658,913,1105,WI,5916
55,NCNTY55053N55053,"Jackson County, WI",474,519,695,862,953,WI,20449
55,NCNTY55055N55055,"Jefferson County, WI",593,719,962,1317,1322,WI,83686
55,NCNTY55057N55057,"Juneau County, WI",461,558,722,982,1111,WI,26664
55,NCNTY55065N55065,"Lafayette County, WI",451,507,661,873,1022,WI,16836
55,NCNTY55067N55067,"Langlade County, WI",542,556,744,1021,1025,WI,19977
55,NCNTY55069N55069,"Lincoln County, WI",462,506,677,947,1046,WI,28743
55,NCNTY55071N55071,"Manitowoc County, WI",468,567,759,942,1070,WI,81442
55,NCNTY55075N55075,"Marinette County, WI",454,497,665,872,1161,WI,41749
55,NCNTY55077N55077,"Marquette County, WI",523,573,767,962,1051,WI,15404
55,NCNTY55078N55078,"Menominee County, WI",521,570,763,947,1046,WI,4232
55,NCNTY55081N55081,"Monroe County, WI",508,616,824,1039,1295,WI,44673
55,NCNTY55085N55085,"Oneida County, WI",552,621,798,990,1322,WI,35998
55,NCNTY55091N55091,"Pepin County, WI",406,569,658,959,1027,WI,7469
55,NCNTY55095N55095,"Polk County, WI",505,611,818,1070,1121,WI,44205
55,NCNTY55097N55097,"Portage County, WI",458,548,733,910,1043,WI,70019
55,NCNTY55099N55099,"Price County, WI",449,492,658,817,902,WI,14159
55,NCNTY55103N55103,"Richland County, WI",439,531,711,962,1032,WI,18021
55,NCNTY55107N55107,"Rusk County, WI",479,535,716,889,981,WI,14755
55,NCNTY55111N55111,"Sauk County, WI",628,666,849,1109,1164,WI,61976
55,NCNTY55113N55113,"Sawyer County, WI",506,592,792,983,1086,WI,16557
55,NCNTY55115N55115,"Shawano County, WI",517,521,692,898,1030,WI,41949
55,NCNTY55119N55119,"Taylor County, WI",406,492,658,817,902,WI,20689
55,NCNTY55121N55121,"Trempealeau County, WI",478,523,700,935,1081,WI,28816
55,NCNTY55123N55123,"Vernon County, WI",508,529,708,879,970,WI,29773
55,NCNTY55125N55125,"Vilas County, WI",519,578,760,943,1052,WI,21430
55,NCNTY55127N55127,"Walworth County, WI",563,664,889,1206,1274,WI,102228
55,NCNTY55129N55129,"Washburn County, WI",517,566,758,941,1039,WI,15911
55,NCNTY55135N55135,"Waupaca County, WI",538,541,724,989,992,WI,52410
55,NCNTY55137N55137,"Waushara County, WI",485,531,711,882,975,WI,24496
55,NCNTY55141N55141,"Wood County, WI",534,566,757,1032,1038,WI,74749
56,METRO16220M16220,"Casper, WY MSA",561,691,865,1227,1486,WY,75450
56,METRO16940M16940,"Cheyenne, WY MSA",547,607,812,1154,1324,WY,91738
